id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
NO-BRC-971277882-commitments,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",3.147383309,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,94.42149456,66.04485898,quarterly,0.925,0.925,61.09149456,,,,,,0
NO-BRC-971277882-conditions,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0
NO-BRC-971277882-contact-details,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.949966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-current-status,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.949966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-description,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.645611193,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,88.18703975,59.30490784,quarterly,0.925,0.925,54.85703975,,,,,,0
NO-BRC-971277882-disbursements-and-expenditures,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",3.143617301,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,94.30851432,65.92271819,quarterly,0.925,0.925,60.97851432,,,,,,0
NO-BRC-971277882-finance-type,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.8499,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-flow-type,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.8499,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-location,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,manual,website,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0
NO-BRC-971277882-location-with-activity-scope-exclusion-,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0
NO-BRC-971277882-networked-data-implementors,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.899933333,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-networked-data-participating-orgs,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.742166856,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,37.10834278,4.084694898,quarterly,0.925,0.925,3.778342781,,,,,,0
NO-BRC-971277882-networked-data-transactions-with-valid-receiver,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,manual,website,0,0,0,quarterly,0.925,1,0,not published,0,,website,33.33,0
NO-BRC-971277882-objectives,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,manual,document,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0
NO-BRC-971277882-organisation-strategy,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0
NO-BRC-971277882-planned-dates,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.949966667,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-impact-appraisals,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,quarterly,0.925,1,0,not published,0,,document,50,0
NO-BRC-971277882-procurement-policy,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.9375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,manual,document,50,50,0,quarterly,0.925,1,0,always,1,,document,50,50
NO-BRC-971277882-project-budget,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.392015931,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,iati,iati,33.33,71.76047433,41.54645874,quarterly,0.925,0.925,38.43047433,,,,,,0
NO-BRC-971277882-project-budget-document,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,manual,document,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0
NO-BRC-971277882-project-procurement-contracts,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0
NO-BRC-971277882-project-procurement-tenders,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.5,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,50,50,0,quarterly,0.925,1,0,always,1,,document,50,50
NO-BRC-971277882-foia,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",1.249875,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,quarterly,0.925,1,0,,0,66.66,,0,66.66
NO-BRC-971277882-results,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,0,0,0,quarterly,0.925,1,0,sometimes,0,,website,33.33,0
NO-BRC-971277882-reviews-and-evaluations,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,manual,document,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0
NO-BRC-971277882-sector,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.374916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-country-strategy-or-mou,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,manual,document,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0
NO-BRC-971277882-tied-aid-status,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.788582545,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,92.9527515,64.45702865,quarterly,0.925,0.925,59.6227515,,,,,,0
NO-BRC-971277882-title,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.946782678,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,94.67826782,66.3224517,quarterly,0.925,0.925,61.34826782,,,,,,0
NO-BRC-971277882-total-organisation-budget,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.314676,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,55.55222222,22.22222222,quarterly,0.925,1,22.22222222,,,,,,0
NO-BRC-971277882-unique-id,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",2.374916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,94.99666667,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0
NO-BRC-971277882-disaggregated-budgets,NO-BRC-971277882,Norway-MFA,"Norway, Ministry of Foreign Affairs","Norway, MFA",0.462916681,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,manual,website,11.11,11.11,0,quarterly,0.925,1,0,,0,1,website,33.33,11.11
XM-OCHA-HPC6770-budget-alignment,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",1.971942177,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,59.15826234,25.82826234,monthly,1,1,25.82826234,,,,,,0
XM-OCHA-HPC6770-accessibility,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",1.249875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,66.66,66.66,0,monthly,1,1,0,,0,66.66,,0,66.66
XM-OCHA-HPC6770-actual-dates,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.997267611,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,99.72676113,66.39676113,monthly,1,1,66.39676113,,,,,,0
XM-OCHA-HPC6770-aid-type,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",2.975608502,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.18695007,65.85695007,monthly,1,1,65.85695007,,,,,,0
XM-OCHA-HPC6770-allocation-policy,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-OCHA-HPC6770-annual-report,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.9375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
XM-OCHA-HPC6770-audit,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-OCHA-HPC6770-commitments,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XM-OCHA-HPC6770-conditions,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
XM-OCHA-HPC6770-contact-details,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.3333,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,manual,website,33.33,33.33,0,monthly,1,1,0,always,1,,website,33.33,33.33
XM-OCHA-HPC6770-current-status,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
XM-OCHA-HPC6770-description,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",2.997907968,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.9302656,66.6002656,monthly,1,1,66.6002656,,,,,,0
XM-OCHA-HPC6770-disbursements-and-expenditures,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",3.306231834,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,99.18695007,65.85695007,monthly,1,1,65.85695007,,,,,,0
XM-OCHA-HPC6770-finance-type,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",2.95941417,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,98.647139,65.317139,monthly,1,1,65.317139,,,,,,0
XM-OCHA-HPC6770-flow-type,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",2.91892834,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,97.29761134,63.96761134,monthly,1,1,63.96761134,,,,,,0
XM-OCHA-HPC6770-location,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",1.16655,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,manual,website,33.33,33.33,0,monthly,1,1,0,always,1,,website,33.33,33.33
XM-OCHA-HPC6770-location-with-activity-scope-exclusion-,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,,0,0,monthly,1,1,0,not published,0,,website,33.33,0
XM-OCHA-HPC6770-networked-data-implementors,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",1.954049393,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,97.70246964,64.37246964,monthly,1,1,64.37246964,,,,,,0
XM-OCHA-HPC6770-networked-data-participating-orgs,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.952107246,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,47.60536232,14.27536232,monthly,1,1,14.27536232,,,,,,0
XM-OCHA-HPC6770-networked-data-transactions-with-valid-receiver,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.01,manual,website,0,0,0,monthly,1,1,0,sometimes,0,,website,33.33,0
XM-OCHA-HPC6770-objectives,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",4.918861673,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,98.37723347,65.04723347,monthly,1,1,65.04723347,,,,,,0
XM-OCHA-HPC6770-organisation-strategy,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,manual,document,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
XM-OCHA-HPC6770-planned-dates,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0.533831208,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,53.38312085,20.05312085,monthly,1,1,20.05312085,,,,,,0
XM-OCHA-HPC6770-impact-appraisals,XM-OCHA-HPC6770,Saudi Arabia-KSRelief,"Saudi Arabia, King Salman Humanitarian Aid and Relief Centre","Saudi Arabia, KSRelief",0,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
