id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
XM-DAC-701-8-conditions,"Japan, JICA",XM-DAC-701-8,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
XM-DAC-701-8-impact-appraisals,"Japan, JICA",XM-DAC-701-8,2.5,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,0,,document,50,50,
XM-DAC-701-8-project-procurement-contracts,"Japan, JICA",XM-DAC-701-8,0,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
XM-DAC-701-8-project-budget,"Japan, JICA",XM-DAC-701-8,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,website,33.33,0,
XM-DAC-701-8-planned-dates,"Japan, JICA",XM-DAC-701-8,0.3333,planned-dates,Planned dates,Project attributes,18,0.01,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,0,,website,33.33,33.33,
XM-DAC-701-8-current-status,"Japan, JICA",XM-DAC-701-8,0.3333,current-status,Current status,Project attributes,20,0.01,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-sector,"Japan, JICA",XM-DAC-701-8,0.83325,sector,Sectors,Project attributes,22,0.025,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-title,"Japan, JICA",XM-DAC-701-8,0.3333,title,Title,Project attributes,16,0.01,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,1,,website,33.33,33.33,
XM-DAC-701-8-disbursements-and-expenditures,"Japan, JICA",XM-DAC-701-8,0,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-701-8-results,"Japan, JICA",XM-DAC-701-8,1.6665,results,Results,Performance,37,0.05,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,0,,website,33.33,33.33,
XM-DAC-701-8-networked-data-participating-orgs,"Japan, JICA",XM-DAC-701-8,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-701-8-objectives,"Japan, JICA",XM-DAC-701-8,2.5,objectives,Objectives,Performance,34,0.05,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,0,,document,50,50,
XM-DAC-701-8-budget-alignment,"Japan, JICA",XM-DAC-701-8,0,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
XM-DAC-701-8-description,"Japan, JICA",XM-DAC-701-8,0.9999,description,Description,Project attributes,17,0.03,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,0,,website,33.33,33.33,
XM-DAC-701-8-country-strategy-or-mou,"Japan, JICA",XM-DAC-701-8,0.9375,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-actual-dates,"Japan, JICA",XM-DAC-701-8,0.3333,actual-dates,Actual dates,Project attributes,19,0.01,manual,website,33.33,33.33,0,0,less than quarterly,0.625,1,0,always,0,,website,33.33,33.33,
XM-DAC-701-8-project-procurement-tenders,"Japan, JICA",XM-DAC-701-8,0.5,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-total-organisation-budget,"Japan, JICA",XM-DAC-701-8,0,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,manual,pdf,0,0,0,0,less than quarterly,0.625,1,0,,0,0,pdf,16.665,0,
XM-DAC-701-8-disaggregated-budgets,"Japan, JICA",XM-DAC-701-8,0,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,pdf,0,0,0,0,less than quarterly,0.625,1,0,,0,0,pdf,16.665,0,
XM-DAC-701-8-allocation-policy,"Japan, JICA",XM-DAC-701-8,0,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
XM-DAC-701-8-procurement-policy,"Japan, JICA",XM-DAC-701-8,0.9375,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-audit,"Japan, JICA",XM-DAC-701-8,0.9375,audit,Audit,Organisational planning and commitments,8,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-organisation-strategy,"Japan, JICA",XM-DAC-701-8,0.9375,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-annual-report,"Japan, JICA",XM-DAC-701-8,0.9375,annual-report,Annual report,Organisational planning and commitments,4,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
XM-DAC-701-8-reviews-and-evaluations,"Japan, JICA",XM-DAC-701-8,2.5,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,0,,document,50,50,https://open.unicef.org/
XM-DAC-701-8-foia,"Japan, JICA",XM-DAC-701-8,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,less than quarterly,0.625,1,0,,0,66.66,,0,66.66,
XM-DAC-701-8-accessibility,"Japan, JICA",XM-DAC-701-8,0.6249375,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,33.33,33.33,0,0,less than quarterly,0.625,1,0,,0,33.33,,0,33.33,https://open.unicef.org/
KR-4-organisation-strategy,"Korea, KOICA",KR-4,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-annual-report,"Korea, KOICA",KR-4,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-allocation-policy,"Korea, KOICA",KR-4,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-procurement-policy,"Korea, KOICA",KR-4,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-audit,"Korea, KOICA",KR-4,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-total-organisation-budget,"Korea, KOICA",KR-4,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,quarterly,0.925,1,66.66666667,,,,,,0,
KR-4-project-budget-document,"Korea, KOICA",KR-4,3.163071614,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,94.89214367,99.82509838,66.55006559,quarterly,0.925,0.925,61.55881067,,,,,,0,
KR-4-commitments,"Korea, KOICA",KR-4,2.773336373,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,83.20008704,80.86500655,53.91000437,quarterly,0.925,0.925,49.86675404,,,,,,0,
KR-4-disbursements-and-expenditures,"Korea, KOICA",KR-4,3.166666814,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-budget-alignment,"Korea, KOICA",KR-4,2.816134804,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,84.48403989,82.94709226,55.29806151,quarterly,0.925,0.925,51.15070689,,,,,,0,
KR-4-title,"Korea, KOICA",KR-4,0.949999997,title,Title,Project attributes,16,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-description,"Korea, KOICA",KR-4,2.848384975,description,Description,Project attributes,17,0.03,iati,iati,33.333333,94.94616582,99.91270188,66.60846792,quarterly,0.925,0.925,61.61283282,,,,,,0,
KR-4-planned-dates,"Korea, KOICA",KR-4,0.949999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-actual-dates,"Korea, KOICA",KR-4,0.949999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-current-status,"Korea, KOICA",KR-4,0.949999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-contact-details,"Korea, KOICA",KR-4,0.949999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-sector,"Korea, KOICA",KR-4,2.374999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-sub-national-location,"Korea, KOICA",KR-4,3.324999988,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-conditions,"Korea, KOICA",KR-4,2.240183234,conditions,Conditions,Project attributes,24,0.035,iati,iati,33.333333,64.00523527,49.7382199,33.15881326,quarterly,0.925,0.925,30.67190227,,,,,,0,
KR-4-unique-id,"Korea, KOICA",KR-4,2.373654146,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,94.94616582,99.91270188,66.60846792,quarterly,0.925,0.925,61.61283282,,,,,,0,
KR-4-flow-type,"Korea, KOICA",KR-4,2.84999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-aid-type,"Korea, KOICA",KR-4,2.84999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-finance-type,"Korea, KOICA",KR-4,2.84999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,94.99999967,100,66.66666667,quarterly,0.925,0.925,61.66666667,,,,,,0,
KR-4-tied-aid-status,"Korea, KOICA",KR-4,2.849191777,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,94.97305923,99.9563128,66.63754187,quarterly,0.925,0.925,61.63972623,,,,,,0,
KR-4-networked-data-implementors,"Korea, KOICA",KR-4,3.163074755,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,94.89223791,99.8252512,66.55016747,quarterly,0.925,0.925,61.55890491,,,,,,0,
KR-4-networked-data-participating-orgs,"Korea, KOICA",KR-4,1.516714069,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,91.00283686,93.51811436,62.34540957,quarterly,0.925,0.925,57.66950386,,,,,,0,
KR-4-objectives,"Korea, KOICA",KR-4,4.744607183,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,94.89214367,99.82509838,66.55006559,quarterly,0.925,0.925,61.55881067,,,,,,0,
KR-4-results,"Korea, KOICA",KR-4,3.205636917,results,Results,Performance,37,0.05,iati,iati,33.333333,64.11273833,49.91254919,33.27503279,quarterly,0.925,0.925,30.77940533,,,,,,0,
KR-4-country-strategy-or-mou,"Korea, KOICA",KR-4,0.9375,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
KR-4-disaggregated-budgets,"Korea, KOICA",KR-4,0.462916681,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,website,11.11,11.11,0,0,quarterly,0.925,1,0,,0,1,website,33.33,11.11,
KR-4-project-budget,"Korea, KOICA",KR-4,1.111000056,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,33.33,33.33,0,0,quarterly,0.925,1,0,always,1,,website,33.33,33.33,
KR-4-project-procurement-contracts,"Korea, KOICA",KR-4,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,https://www.undp.org/sites/g/files/zskgke326/files/2021-09/UNDP-Strategic-Plan-2022-2025_1.pdf
KR-4-project-procurement-tenders,"Korea, KOICA",KR-4,0.5,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,50,50,0,0,quarterly,0.925,1,0,always,1,,document,50,50,
KR-4-impact-appraisals,"Korea, KOICA",KR-4,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N17/336/20/PDF/N1733620.pdf?OpenElement
KR-4-reviews-and-evaluations,"Korea, KOICA",KR-4,2.5,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,manual,document,0,50,0,0,quarterly,0.925,1,0,sometimes,0,,document,50,0,https://procurement-notices.undp.org/
KR-4-foia,"Korea, KOICA",KR-4,1.875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,
KR-4-accessibility,"Korea, KOICA",KR-4,1.875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,0,quarterly,0.925,1,0,,0,100,,0,100,https://open.undp.org/
XM-DAC-7-annual-report,"Netherlands, MFA",XM-DAC-7,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-allocation-policy,"Netherlands, MFA",XM-DAC-7,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-procurement-policy,"Netherlands, MFA",XM-DAC-7,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-country-strategy-or-mou,"Netherlands, MFA",XM-DAC-7,0.673124994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,35.89999967,3.85,2.566666667,monthly,1,1,2.566666667,,,,,,0,
XM-DAC-7-audit,"Netherlands, MFA",XM-DAC-7,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-total-organisation-budget,"Netherlands, MFA",XM-DAC-7,3.240740831,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,77.77777744,66.66666667,44.44444444,monthly,1,1,44.44444444,,,,,,0,
XM-DAC-7-disaggregated-budgets,"Netherlands, MFA",XM-DAC-7,2.314722282,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,55.553333,33.33,22.22,monthly,1,1,22.22,,,,,,0,
XM-DAC-7-project-budget,"Netherlands, MFA",XM-DAC-7,3.017676907,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,90.5303027,85.79545455,57.1969697,monthly,1,1,57.1969697,,,,,,0,
XM-DAC-7-commitments,"Netherlands, MFA",XM-DAC-7,3.333333489,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-disbursements-and-expenditures,"Netherlands, MFA",XM-DAC-7,3.319975347,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,99.59925543,99.39888364,66.26592243,monthly,1,1,66.26592243,,,,,,0,
XM-DAC-7-budget-alignment,"Netherlands, MFA",XM-DAC-7,2.069510361,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,62.08530772,43.12796209,28.75197472,monthly,1,1,28.75197472,,,,,,0,
XM-DAC-7-planned-dates,"Netherlands, MFA",XM-DAC-7,0.999999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-actual-dates,"Netherlands, MFA",XM-DAC-7,0.999999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-current-status,"Netherlands, MFA",XM-DAC-7,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-contact-details,"Netherlands, MFA",XM-DAC-7,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-sector,"Netherlands, MFA",XM-DAC-7,2.499999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-sub-national-location,"Netherlands, MFA",XM-DAC-7,1.699134187,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,48.54669107,22.82003711,15.21335807,monthly,1,1,15.21335807,,,,,,0,
XM-DAC-7-unique-id,"Netherlands, MFA",XM-DAC-7,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-flow-type,"Netherlands, MFA",XM-DAC-7,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-aid-type,"Netherlands, MFA",XM-DAC-7,2.996135671,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,99.87118902,99.80678403,66.53785602,monthly,1,1,66.53785602,,,,,,0,
XM-DAC-7-finance-type,"Netherlands, MFA",XM-DAC-7,2.99999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-tied-aid-status,"Netherlands, MFA",XM-DAC-7,2.926148552,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,97.53828505,96.30742808,64.20495205,monthly,1,1,64.20495205,,,,,,0,
XM-DAC-7-networked-data-implementors,"Netherlands, MFA",XM-DAC-7,3.333333489,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-7-networked-data-participating-orgs,"Netherlands, MFA",XM-DAC-7,0.771658117,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,iati,iati,33.333333,46.29948332,19.44922547,12.96615032,monthly,1,1,12.96615032,,,,,,0,
